district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Nagarkot,2025-03-24,0,3,0,0,,10,spring,rural,339.8
Kathmandu-Core,2025-03-25,1,3,0,0,,11,spring,commercial,4550.8
Baneshwor,2025-03-25,1,3,0,0,,11,spring,commercial,4401.0
Koteshwor,2025-03-25,1,3,0,0,,11,spring,commercial,3527.7
Balaju,2025-03-25,1,3,0,0,,11,spring,residential,2539.1
Maharajgunj,2025-03-25,1,3,0,0,,11,spring,residential,2043.2
Budhanilkantha,2025-03-25,1,3,0,0,,11,spring,suburban,1512.0
Tokha,2025-03-25,1,3,0,0,,11,spring,suburban,964.5
Chandragiri,2025-03-25,1,3,0,0,,11,spring,rural,583.6
Lalitpur,2025-03-25,1,3,0,0,,11,spring,commercial,4719.9
Satdobato,2025-03-25,1,3,0,0,,11,spring,commercial,2981.8
Kirtipur,2025-03-25,1,3,0,0,,11,spring,residential,2253.1
Imadol,2025-03-25,1,3,0,0,,11,spring,residential,1859.8
Lubhu,2025-03-25,1,3,0,0,,11,spring,suburban,927.5
Godawari,2025-03-25,1,3,0,0,,11,spring,rural,410.8
Dakshinkali,2025-03-25,1,3,0,0,,11,spring,rural,419.0
Bhaktapur,2025-03-25,1,3,0,0,,11,spring,commercial,3401.0
Madhyapur Thimi,2025-03-25,1,3,0,0,,11,spring,residential,2394.1
Suryabinayak,2025-03-25,1,3,0,0,,11,spring,suburban,1375.2
Changunarayan,2025-03-25,1,3,0,0,,11,spring,rural,530.0
Nagarkot,2025-03-25,1,3,0,0,,11,spring,rural,402.8
Kathmandu-Core,2025-03-26,2,3,0,0,,12,spring,commercial,5159.0
Baneshwor,2025-03-26,2,3,0,0,,12,spring,commercial,4266.9
Koteshwor,2025-03-26,2,3,0,0,,12,spring,commercial,3783.6
Balaju,2025-03-26,2,3,0,0,,12,spring,residential,1771.5
Maharajgunj,2025-03-26,2,3,0,0,,12,spring,residential,2060.8
Budhanilkantha,2025-03-26,2,3,0,0,,12,spring,suburban,1085.3
Tokha,2025-03-26,2,3,0,0,,12,spring,suburban,1024.5
Chandragiri,2025-03-26,2,3,0,0,,12,spring,rural,704.1
Lalitpur,2025-03-26,2,3,0,0,,12,spring,commercial,4136.1
Satdobato,2025-03-26,2,3,0,0,,12,spring,commercial,3584.0
Kirtipur,2025-03-26,2,3,0,0,,12,spring,residential,1967.5
Imadol,2025-03-26,2,3,0,0,,12,spring,residential,1418.3
Lubhu,2025-03-26,2,3,0,0,,12,spring,suburban,661.5
Godawari,2025-03-26,2,3,0,0,,12,spring,rural,534.4
Dakshinkali,2025-03-26,2,3,0,0,,12,spring,rural,409.2
Bhaktapur,2025-03-26,2,3,0,0,,12,spring,commercial,2966.1
Madhyapur Thimi,2025-03-26,2,3,0,0,,12,spring,residential,1671.4
Suryabinayak,2025-03-26,2,3,0,0,,12,spring,suburban,1053.2
Changunarayan,2025-03-26,2,3,0,0,,12,spring,rural,564.0
Nagarkot,2025-03-26,2,3,0,0,,12,spring,rural,396.9
Kathmandu-Core,2025-03-27,3,3,0,0,,13,spring,commercial,4832.0
Baneshwor,2025-03-27,3,3,0,0,,13,spring,commercial,4509.4
Koteshwor,2025-03-27,3,3,0,0,,13,spring,commercial,3126.3
Balaju,2025-03-27,3,3,0,0,,13,spring,residential,2554.2
Maharajgunj,2025-03-27,3,3,0,0,,13,spring,residential,2111.9
Budhanilkantha,2025-03-27,3,3,0,0,,13,spring,suburban,1365.0
Tokha,2025-03-27,3,3,0,0,,13,spring,suburban,995.0
Chandragiri,2025-03-27,3,3,0,0,,13,spring,rural,711.0
Lalitpur,2025-03-27,3,3,0,0,,13,spring,commercial,4131.4
Satdobato,2025-03-27,3,3,0,0,,13,spring,commercial,2893.2
Kirtipur,2025-03-27,3,3,0,0,,13,spring,residential,1887.3
Imadol,2025-03-27,3,3,0,0,,13,spring,residential,1631.7
Lubhu,2025-03-27,3,3,0,0,,13,spring,suburban,1000.5
Godawari,2025-03-27,3,3,0,0,,13,spring,rural,450.7
Dakshinkali,2025-03-27,3,3,0,0,,13,spring,rural,418.5
Bhaktapur,2025-03-27,3,3,0,0,,13,spring,commercial,3519.4
Madhyapur Thimi,2025-03-27,3,3,0,0,,13,spring,residential,2108.3
Suryabinayak,2025-03-27,3,3,0,0,,13,spring,suburban,1341.7
Changunarayan,2025-03-27,3,3,0,0,,13,spring,rural,631.1
Nagarkot,2025-03-27,3,3,0,0,,13,spring,rural,367.2
Kathmandu-Core,2025-03-28,4,3,0,0,,14,spring,commercial,5235.7
Baneshwor,2025-03-28,4,3,0,0,,14,spring,commercial,4227.2
Koteshwor,2025-03-28,4,3,0,0,,14,spring,commercial,4042.2
Balaju,2025-03-28,4,3,0,0,,14,spring,residential,1948.2
Maharajgunj,2025-03-28,4,3,0,0,,14,spring,residential,2185.9
Budhanilkantha,2025-03-28,4,3,0,0,,14,spring,suburban,1118.4
Tokha,2025-03-28,4,3,0,0,,14,spring,suburban,1307.9
Chandragiri,2025-03-28,4,3,0,0,,14,spring,rural,675.4
Lalitpur,2025-03-28,4,3,0,0,,14,spring,commercial,4209.2
Satdobato,2025-03-28,4,3,0,0,,14,spring,commercial,3768.1
Kirtipur,2025-03-28,4,3,0,0,,14,spring,residential,2144.6
Imadol,2025-03-28,4,3,0,0,,14,spring,residential,1568.7
Lubhu,2025-03-28,4,3,0,0,,14,spring,suburban,1011.9
Godawari,2025-03-28,4,3,0,0,,14,spring,rural,544.2
Dakshinkali,2025-03-28,4,3,0,0,,14,spring,rural,358.6
Bhaktapur,2025-03-28,4,3,0,0,,14,spring,commercial,3328.2
Madhyapur Thimi,2025-03-28,4,3,0,0,,14,spring,residential,2218.0
Suryabinayak,2025-03-28,4,3,0,0,,14,spring,suburban,1230.2
Changunarayan,2025-03-28,4,3,0,0,,14,spring,rural,512.8
Nagarkot,2025-03-28,4,3,0,0,,14,spring,rural,451.8
Kathmandu-Core,2025-03-29,5,3,1,0,,15,spring,commercial,3967.0
Baneshwor,2025-03-29,5,3,1,0,,15,spring,commercial,3341.4
Koteshwor,2025-03-29,5,3,1,0,,15,spring,commercial,3367.5
Balaju,2025-03-29,5,3,1,0,,15,spring,residential,2405.3
Maharajgunj,2025-03-29,5,3,1,0,,15,spring,residential,2436.5
Budhanilkantha,2025-03-29,5,3,1,0,,15,spring,suburban,1324.9
Tokha,2025-03-29,5,3,1,0,,15,spring,suburban,1030.7
Chandragiri,2025-03-29,5,3,1,0,,15,spring,rural,707.0
Lalitpur,2025-03-29,5,3,1,0,,15,spring,commercial,4233.8
Satdobato,2025-03-29,5,3,1,0,,15,spring,commercial,3150.1
Kirtipur,2025-03-29,5,3,1,0,,15,spring,residential,2519.2
Imadol,2025-03-29,5,3,1,0,,15,spring,residential,1858.5
Lubhu,2025-03-29,5,3,1,0,,15,spring,suburban,824.9
Godawari,2025-03-29,5,3,1,0,,15,spring,rural,711.7
Dakshinkali,2025-03-29,5,3,1,0,,15,spring,rural,654.4
Bhaktapur,2025-03-29,5,3,1,0,,15,spring,commercial,4380.3
Madhyapur Thimi,2025-03-29,5,3,1,0,,15,spring,residential,2317.7
Suryabinayak,2025-03-29,5,3,1,0,,15,spring,suburban,1114.4
Changunarayan,2025-03-29,5,3,1,0,,15,spring,rural,604.4
Nagarkot,2025-03-29,5,3,1,0,,15,spring,rural,381.2
Kathmandu-Core,2025-03-30,6,3,1,0,,15,spring,commercial,3964.5
Baneshwor,2025-03-30,6,3,1,0,,15,spring,commercial,3967.3
Koteshwor,2025-03-30,6,3,1,0,,15,spring,commercial,3158.4
Balaju,2025-03-30,6,3,1,0,,15,spring,residential,2752.9
Maharajgunj,2025-03-30,6,3,1,0,,15,spring,residential,2691.3
Budhanilkantha,2025-03-30,6,3,1,0,,15,spring,suburban,1318.8
Tokha,2025-03-30,6,3,1,0,,15,spring,suburban,1437.1
Chandragiri,2025-03-30,6,3,1,0,,15,spring,rural,819.6
Lalitpur,2025-03-30,6,3,1,0,,15,spring,commercial,3534.5
Satdobato,2025-03-30,6,3,1,0,,15,spring,commercial,2697.2
Kirtipur,2025-03-30,6,3,1,0,,15,spring,residential,2457.8
Imadol,2025-03-30,6,3,1,0,,15,spring,residential,1899.7
Lubhu,2025-03-30,6,3,1,0,,15,spring,suburban,879.0
Godawari,2025-03-30,6,3,1,0,,15,spring,rural,696.6
Dakshinkali,2025-03-30,6,3,1,0,,15,spring,rural,601.6
Bhaktapur,2025-03-30,6,3,1,0,,15,spring,commercial,3765.0
Madhyapur Thimi,2025-03-30,6,3,1,0,,15,spring,residential,2049.0
Suryabinayak,2025-03-30,6,3,1,0,,15,spring,suburban,1102.7
Changunarayan,2025-03-30,6,3,1,0,,15,spring,rural,701.9
Nagarkot,2025-03-30,6,3,1,0,,15,spring,rural,449.1
Kathmandu-Core,2025-03-31,0,3,0,0,,14,spring,commercial,4305.0
Baneshwor,2025-03-31,0,3,0,0,,14,spring,commercial,4031.4
Koteshwor,2025-03-31,0,3,0,0,,14,spring,commercial,3689.9
Balaju,2025-03-31,0,3,0,0,,14,spring,residential,2557.4
Maharajgunj,2025-03-31,0,3,0,0,,14,spring,residential,1757.8
Budhanilkantha,2025-03-31,0,3,0,0,,14,spring,suburban,1147.7
Tokha,2025-03-31,0,3,0,0,,14,spring,suburban,1088.4
Chandragiri,2025-03-31,0,3,0,0,,14,spring,rural,630.7
Lalitpur,2025-03-31,0,3,0,0,,14,spring,commercial,4487.5
Satdobato,2025-03-31,0,3,0,0,,14,spring,commercial,3143.5
Kirtipur,2025-03-31,0,3,0,0,,14,spring,residential,2193.7
Imadol,2025-03-31,0,3,0,0,,14,spring,residential,1699.4
Lubhu,2025-03-31,0,3,0,0,,14,spring,suburban,1012.2
Godawari,2025-03-31,0,3,0,0,,14,spring,rural,479.4
Dakshinkali,2025-03-31,0,3,0,0,,14,spring,rural,399.7
Bhaktapur,2025-03-31,0,3,0,0,,14,spring,commercial,3540.9
Madhyapur Thimi,2025-03-31,0,3,0,0,,14,spring,residential,2381.1
Suryabinayak,2025-03-31,0,3,0,0,,14,spring,suburban,1193.3
Changunarayan,2025-03-31,0,3,0,0,,14,spring,rural,543.1
Nagarkot,2025-03-31,0,3,0,0,,14,spring,rural,406.8
Kathmandu-Core,2025-04-01,1,4,0,0,,13,spring,commercial,3648.0
Baneshwor,2025-04-01,1,4,0,0,,13,spring,commercial,3284.2
Koteshwor,2025-04-01,1,4,0,0,,13,spring,commercial,4045.9
Balaju,2025-04-01,1,4,0,0,,13,spring,residential,2424.1
Maharajgunj,2025-04-01,1,4,0,0,,13,spring,residential,2359.9
Budhanilkantha,2025-04-01,1,4,0,0,,13,spring,suburban,1330.2
Tokha,2025-04-01,1,4,0,0,,13,spring,suburban,1175.4
Chandragiri,2025-04-01,1,4,0,0,,13,spring,rural,595.5
Lalitpur,2025-04-01,1,4,0,0,,13,spring,commercial,4466.2
Satdobato,2025-04-01,1,4,0,0,,13,spring,commercial,3693.8
Kirtipur,2025-04-01,1,4,0,0,,13,spring,residential,2270.0
Imadol,2025-04-01,1,4,0,0,,13,spring,residential,2185.3
Lubhu,2025-04-01,1,4,0,0,,13,spring,suburban,1019.0
Godawari,2025-04-01,1,4,0,0,,13,spring,rural,568.1
Dakshinkali,2025-04-01,1,4,0,0,,13,spring,rural,359.6
Bhaktapur,2025-04-01,1,4,0,0,,13,spring,commercial,3295.5
Madhyapur Thimi,2025-04-01,1,4,0,0,,13,spring,residential,2149.0
Suryabinayak,2025-04-01,1,4,0,0,,13,spring,suburban,1362.5
Changunarayan,2025-04-01,1,4,0,0,,13,spring,rural,560.6
Nagarkot,2025-04-01,1,4,0,0,,13,spring,rural,421.8
Kathmandu-Core,2025-04-02,2,4,0,0,,12,spring,commercial,4949.0
Baneshwor,2025-04-02,2,4,0,0,,12,spring,commercial,3875.8
Koteshwor,2025-04-02,2,4,0,0,,12,spring,commercial,3851.7
Balaju,2025-04-02,2,4,0,0,,12,spring,residential,2306.4
Maharajgunj,2025-04-02,2,4,0,0,,12,spring,residential,2086.7
Budhanilkantha,2025-04-02,2,4,0,0,,12,spring,suburban,1050.0
Tokha,2025-04-02,2,4,0,0,,12,spring,suburban,1067.3
Chandragiri,2025-04-02,2,4,0,0,,12,spring,rural,622.0
Lalitpur,2025-04-02,2,4,0,0,,12,spring,commercial,3921.2
Satdobato,2025-04-02,2,4,0,0,,12,spring,commercial,3465.1
Kirtipur,2025-04-02,2,4,0,0,,12,spring,residential,2136.5
Imadol,2025-04-02,2,4,0,0,,12,spring,residential,1809.0
Lubhu,2025-04-02,2,4,0,0,,12,spring,suburban,1108.3
Godawari,2025-04-02,2,4,0,0,,12,spring,rural,588.0
Dakshinkali,2025-04-02,2,4,0,0,,12,spring,rural,424.4
Bhaktapur,2025-04-02,2,4,0,0,,12,spring,commercial,3324.5
Madhyapur Thimi,2025-04-02,2,4,0,0,,12,spring,residential,2282.6
Suryabinayak,2025-04-02,2,4,0,0,,12,spring,suburban,1293.3
Changunarayan,2025-04-02,2,4,0,0,,12,spring,rural,706.5
Nagarkot,2025-04-02,2,4,0,0,,12,spring,rural,440.0
Kathmandu-Core,2025-04-03,3,4,0,0,,11,spring,commercial,4628.4
Baneshwor,2025-04-03,3,4,0,0,,11,spring,commercial,3911.5
Koteshwor,2025-04-03,3,4,0,0,,11,spring,commercial,4041.2
Balaju,2025-04-03,3,4,0,0,,11,spring,residential,2730.1
Maharajgunj,2025-04-03,3,4,0,0,,11,spring,residential,2447.9
Budhanilkantha,2025-04-03,3,4,0,0,,11,spring,suburban,1309.9
Tokha,2025-04-03,3,4,0,0,,11,spring,suburban,934.5
Chandragiri,2025-04-03,3,4,0,0,,11,spring,rural,580.9
Lalitpur,2025-04-03,3,4,0,0,,11,spring,commercial,4316.8
Satdobato,2025-04-03,3,4,0,0,,11,spring,commercial,3435.5
Kirtipur,2025-04-03,3,4,0,0,,11,spring,residential,1719.0
Imadol,2025-04-03,3,4,0,0,,11,spring,residential,1769.4
Lubhu,2025-04-03,3,4,0,0,,11,spring,suburban,1065.0
Godawari,2025-04-03,3,4,0,0,,11,spring,rural,474.0
Dakshinkali,2025-04-03,3,4,0,0,,11,spring,rural,498.3
Bhaktapur,2025-04-03,3,4,0,0,,11,spring,commercial,3360.5
Madhyapur Thimi,2025-04-03,3,4,0,0,,11,spring,residential,2532.0
Suryabinayak,2025-04-03,3,4,0,0,,11,spring,suburban,1132.5
Changunarayan,2025-04-03,3,4,0,0,,11,spring,rural,530.5
Nagarkot,2025-04-03,3,4,0,0,,11,spring,rural,363.8
Kathmandu-Core,2025-04-04,4,4,0,0,,10,spring,commercial,5285.0
Baneshwor,2025-04-04,4,4,0,0,,10,spring,commercial,4077.4
Koteshwor,2025-04-04,4,4,0,0,,10,spring,commercial,3934.5
Balaju,2025-04-04,4,4,0,0,,10,spring,residential,2718.3
Maharajgunj,2025-04-04,4,4,0,0,,10,spring,residential,2327.2
Budhanilkantha,2025-04-04,4,4,0,0,,10,spring,suburban,1414.3
Tokha,2025-04-04,4,4,0,0,,10,spring,suburban,944.3
Chandragiri,2025-04-04,4,4,0,0,,10,spring,rural,746.3
Lalitpur,2025-04-04,4,4,0,0,,10,spring,commercial,4466.1
Satdobato,2025-04-04,4,4,0,0,,10,spring,commercial,4252.7
Kirtipur,2025-04-04,4,4,0,0,,10,spring,residential,1897.3
Imadol,2025-04-04,4,4,0,0,,10,spring,residential,1488.3
Lubhu,2025-04-04,4,4,0,0,,10,spring,suburban,1148.5
Godawari,2025-04-04,4,4,0,0,,10,spring,rural,618.7
Dakshinkali,2025-04-04,4,4,0,0,,10,spring,rural,417.7
Bhaktapur,2025-04-04,4,4,0,0,,10,spring,commercial,3103.7
Madhyapur Thimi,2025-04-04,4,4,0,0,,10,spring,residential,2814.3
Suryabinayak,2025-04-04,4,4,0,0,,10,spring,suburban,1528.6
Changunarayan,2025-04-04,4,4,0,0,,10,spring,rural,458.4
Nagarkot,2025-04-04,4,4,0,0,,10,spring,rural,392.9
Kathmandu-Core,2025-04-05,5,4,1,0,,9,spring,commercial,5047.8
Baneshwor,2025-04-05,5,4,1,0,,9,spring,commercial,3285.7
Koteshwor,2025-04-05,5,4,1,0,,9,spring,commercial,3167.8
Balaju,2025-04-05,5,4,1,0,,9,spring,residential,2688.6
Maharajgunj,2025-04-05,5,4,1,0,,9,spring,residential,2094.5
Budhanilkantha,2025-04-05,5,4,1,0,,9,spring,suburban,1155.0
Tokha,2025-04-05,5,4,1,0,,9,spring,suburban,1362.8
Chandragiri,2025-04-05,5,4,1,0,,9,spring,rural,539.7
Lalitpur,2025-04-05,5,4,1,0,,9,spring,commercial,3873.6
Satdobato,2025-04-05,5,4,1,0,,9,spring,commercial,3359.0
Kirtipur,2025-04-05,5,4,1,0,,9,spring,residential,1962.2
Imadol,2025-04-05,5,4,1,0,,9,spring,residential,1846.5
Lubhu,2025-04-05,5,4,1,0,,9,spring,suburban,1224.9
Godawari,2025-04-05,5,4,1,0,,9,spring,rural,672.9
Dakshinkali,2025-04-05,5,4,1,0,,9,spring,rural,509.3
Bhaktapur,2025-04-05,5,4,1,0,,9,spring,commercial,4430.6
Madhyapur Thimi,2025-04-05,5,4,1,0,,9,spring,residential,2896.3
Suryabinayak,2025-04-05,5,4,1,0,,9,spring,suburban,1399.0
Changunarayan,2025-04-05,5,4,1,0,,9,spring,rural,647.6
Nagarkot,2025-04-05,5,4,1,0,,9,spring,rural,475.7
Kathmandu-Core,2025-04-06,6,4,1,0,,8,spring,commercial,4352.1
Baneshwor,2025-04-06,6,4,1,0,,8,spring,commercial,3405.9
Koteshwor,2025-04-06,6,4,1,0,,8,spring,commercial,3745.3
Balaju,2025-04-06,6,4,1,0,,8,spring,residential,2272.1
Maharajgunj,2025-04-06,6,4,1,0,,8,spring,residential,1986.1
Budhanilkantha,2025-04-06,6,4,1,0,,8,spring,suburban,1483.5
Tokha,2025-04-06,6,4,1,0,,8,spring,suburban,1138.6
Chandragiri,2025-04-06,6,4,1,0,,8,spring,rural,640.9
Lalitpur,2025-04-06,6,4,1,0,,8,spring,commercial,2963.8
Satdobato,2025-04-06,6,4,1,0,,8,spring,commercial,3043.1
Kirtipur,2025-04-06,6,4,1,0,,8,spring,residential,2361.0
Imadol,2025-04-06,6,4,1,0,,8,spring,residential,2239.7
Lubhu,2025-04-06,6,4,1,0,,8,spring,suburban,1078.0
Godawari,2025-04-06,6,4,1,0,,8,spring,rural,622.4
Dakshinkali,2025-04-06,6,4,1,0,,8,spring,rural,627.7
Bhaktapur,2025-04-06,6,4,1,0,,8,spring,commercial,3262.2
Madhyapur Thimi,2025-04-06,6,4,1,0,,8,spring,residential,2692.8
Suryabinayak,2025-04-06,6,4,1,0,,8,spring,suburban,1083.4
Changunarayan,2025-04-06,6,4,1,0,,8,spring,rural,653.0
Nagarkot,2025-04-06,6,4,1,0,,8,spring,rural,427.7
Kathmandu-Core,2025-04-07,0,4,0,0,,7,spring,commercial,5143.8
Baneshwor,2025-04-07,0,4,0,0,,7,spring,commercial,3732.5
Koteshwor,2025-04-07,0,4,0,0,,7,spring,commercial,3547.2
Balaju,2025-04-07,0,4,0,0,,7,spring,residential,1993.7
Maharajgunj,2025-04-07,0,4,0,0,,7,spring,residential,2014.8
Budhanilkantha,2025-04-07,0,4,0,0,,7,spring,suburban,1139.1
Tokha,2025-04-07,0,4,0,0,,7,spring,suburban,1093.1
Chandragiri,2025-04-07,0,4,0,0,,7,spring,rural,552.4
Lalitpur,2025-04-07,0,4,0,0,,7,spring,commercial,4604.7
Satdobato,2025-04-07,0,4,0,0,,7,spring,commercial,2504.6
Kirtipur,2025-04-07,0,4,0,0,,7,spring,residential,1699.0
Imadol,2025-04-07,0,4,0,0,,7,spring,residential,2008.5
Lubhu,2025-04-07,0,4,0,0,,7,spring,suburban,891.4
Godawari,2025-04-07,0,4,0,0,,7,spring,rural,440.1
Dakshinkali,2025-04-07,0,4,0,0,,7,spring,rural,429.0
Bhaktapur,2025-04-07,0,4,0,0,,7,spring,commercial,3153.2
Madhyapur Thimi,2025-04-07,0,4,0,0,,7,spring,residential,1880.4
Suryabinayak,2025-04-07,0,4,0,0,,7,spring,suburban,998.3
Changunarayan,2025-04-07,0,4,0,0,,7,spring,rural,747.2
Nagarkot,2025-04-07,0,4,0,0,,7,spring,rural,354.7
Kathmandu-Core,2025-04-08,1,4,0,0,,6,spring,commercial,3806.2
Baneshwor,2025-04-08,1,4,0,0,,6,spring,commercial,4669.8
Koteshwor,2025-04-08,1,4,0,0,,6,spring,commercial,4014.2
Balaju,2025-04-08,1,4,0,0,,6,spring,residential,2197.4
Maharajgunj,2025-04-08,1,4,0,0,,6,spring,residential,1953.7
Budhanilkantha,2025-04-08,1,4,0,0,,6,spring,suburban,1426.7
Tokha,2025-04-08,1,4,0,0,,6,spring,suburban,1067.4
Chandragiri,2025-04-08,1,4,0,0,,6,spring,rural,507.5
Lalitpur,2025-04-08,1,4,0,0,,6,spring,commercial,5076.5
Satdobato,2025-04-08,1,4,0,0,,6,spring,commercial,3128.1
Kirtipur,2025-04-08,1,4,0,0,,6,spring,residential,2335.3
Imadol,2025-04-08,1,4,0,0,,6,spring,residential,2030.0
Lubhu,2025-04-08,1,4,0,0,,6,spring,suburban,871.1
Godawari,2025-04-08,1,4,0,0,,6,spring,rural,618.2
Dakshinkali,2025-04-08,1,4,0,0,,6,spring,rural,405.6
Bhaktapur,2025-04-08,1,4,0,0,,6,spring,commercial,2731.5
Madhyapur Thimi,2025-04-08,1,4,0,0,,6,spring,residential,2087.9
Suryabinayak,2025-04-08,1,4,0,0,,6,spring,suburban,1267.7
Changunarayan,2025-04-08,1,4,0,0,,6,spring,rural,571.4
Nagarkot,2025-04-08,1,4,0,0,,6,spring,rural,370.8
Kathmandu-Core,2025-04-09,2,4,0,0,,5,spring,commercial,5629.3
Baneshwor,2025-04-09,2,4,0,0,,5,spring,commercial,4010.6
Koteshwor,2025-04-09,2,4,0,0,,5,spring,commercial,3361.5
Balaju,2025-04-09,2,4,0,0,,5,spring,residential,2623.9
Maharajgunj,2025-04-09,2,4,0,0,,5,spring,residential,2252.2
Budhanilkantha,2025-04-09,2,4,0,0,,5,spring,suburban,924.0
Tokha,2025-04-09,2,4,0,0,,5,spring,suburban,1156.5
Chandragiri,2025-04-09,2,4,0,0,,5,spring,rural,691.0
Lalitpur,2025-04-09,2,4,0,0,,5,spring,commercial,4190.1
Satdobato,2025-04-09,2,4,0,0,,5,spring,commercial,3653.1
Kirtipur,2025-04-09,2,4,0,0,,5,spring,residential,1820.2
Imadol,2025-04-09,2,4,0,0,,5,spring,residential,1831.1
Lubhu,2025-04-09,2,4,0,0,,5,spring,suburban,803.8
Godawari,2025-04-09,2,4,0,0,,5,spring,rural,576.9
Dakshinkali,2025-04-09,2,4,0,0,,5,spring,rural,543.1
Bhaktapur,2025-04-09,2,4,0,0,,5,spring,commercial,3099.8
Madhyapur Thimi,2025-04-09,2,4,0,0,,5,spring,residential,1999.4
Suryabinayak,2025-04-09,2,4,0,0,,5,spring,suburban,1106.9
Changunarayan,2025-04-09,2,4,0,0,,5,spring,rural,614.4
Nagarkot,2025-04-09,2,4,0,0,,5,spring,rural,335.9
Kathmandu-Core,2025-04-10,3,4,0,0,,4,spring,commercial,5200.2
Baneshwor,2025-04-10,3,4,0,0,,4,spring,commercial,4362.4
Koteshwor,2025-04-10,3,4,0,0,,4,spring,commercial,3979.8
Balaju,2025-04-10,3,4,0,0,,4,spring,residential,1906.5
Maharajgunj,2025-04-10,3,4,0,0,,4,spring,residential,2462.7
Budhanilkantha,2025-04-10,3,4,0,0,,4,spring,suburban,1468.5
Tokha,2025-04-10,3,4,0,0,,4,spring,suburban,1209.6
Chandragiri,2025-04-10,3,4,0,0,,4,spring,rural,689.5
Lalitpur,2025-04-10,3,4,0,0,,4,spring,commercial,4290.4
Satdobato,2025-04-10,3,4,0,0,,4,spring,commercial,3708.8
Kirtipur,2025-04-10,3,4,0,0,,4,spring,residential,2437.0
Imadol,2025-04-10,3,4,0,0,,4,spring,residential,1558.7
Lubhu,2025-04-10,3,4,0,0,,4,spring,suburban,1118.1
Godawari,2025-04-10,3,4,0,0,,4,spring,rural,544.3
Dakshinkali,2025-04-10,3,4,0,0,,4,spring,rural,433.2
Bhaktapur,2025-04-10,3,4,0,0,,4,spring,commercial,2871.0
Madhyapur Thimi,2025-04-10,3,4,0,0,,4,spring,residential,2124.8
Suryabinayak,2025-04-10,3,4,0,0,,4,spring,suburban,1065.2
Changunarayan,2025-04-10,3,4,0,0,,4,spring,rural,571.3
Nagarkot,2025-04-10,3,4,0,0,,4,spring,rural,334.3
Kathmandu-Core,2025-04-11,4,4,0,0,,3,spring,commercial,5058.0
Baneshwor,2025-04-11,4,4,0,0,,3,spring,commercial,4068.4
Koteshwor,2025-04-11,4,4,0,0,,3,spring,commercial,4086.1
Balaju,2025-04-11,4,4,0,0,,3,spring,residential,2107.2
Maharajgunj,2025-04-11,4,4,0,0,,3,spring,residential,1963.9
Budhanilkantha,2025-04-11,4,4,0,0,,3,spring,suburban,1487.5
Tokha,2025-04-11,4,4,0,0,,3,spring,suburban,1074.3
Chandragiri,2025-04-11,4,4,0,0,,3,spring,rural,804.7
Lalitpur,2025-04-11,4,4,0,0,,3,spring,commercial,4636.4
Satdobato,2025-04-11,4,4,0,0,,3,spring,commercial,3823.5
Kirtipur,2025-04-11,4,4,0,0,,3,spring,residential,2500.4
Imadol,2025-04-11,4,4,0,0,,3,spring,residential,1830.2
Lubhu,2025-04-11,4,4,0,0,,3,spring,suburban,995.5
Godawari,2025-04-11,4,4,0,0,,3,spring,rural,656.1
Dakshinkali,2025-04-11,4,4,0,0,,3,spring,rural,504.3
Bhaktapur,2025-04-11,4,4,0,0,,3,spring,commercial,3716.1
Madhyapur Thimi,2025-04-11,4,4,0,0,,3,spring,residential,2772.7
Suryabinayak,2025-04-11,4,4,0,0,,3,spring,suburban,1273.5
Changunarayan,2025-04-11,4,4,0,0,,3,spring,rural,656.0
Nagarkot,2025-04-11,4,4,0,0,,3,spring,rural,416.9
Kathmandu-Core,2025-04-12,5,4,1,0,,2,spring,commercial,6724.1
Baneshwor,2025-04-12,5,4,1,0,,2,spring,commercial,6331.0
Koteshwor,2025-04-12,5,4,1,0,,2,spring,commercial,7074.3
Balaju,2025-04-12,5,4,1,0,,2,spring,residential,5276.9
Maharajgunj,2025-04-12,5,4,1,0,,2,spring,residential,4372.2
Budhanilkantha,2025-04-12,5,4,1,0,,2,spring,suburban,2562.9
Tokha,2025-04-12,5,4,1,0,,2,spring,suburban,2264.5
Chandragiri,2025-04-12,5,4,1,0,,2,spring,rural,1359.6
Lalitpur,2025-04-12,5,4,1,0,,2,spring,commercial,7266.7
Satdobato,2025-04-12,5,4,1,0,,2,spring,commercial,5247.2
Kirtipur,2025-04-12,5,4,1,0,,2,spring,residential,4443.5
Imadol,2025-04-12,5,4,1,0,,2,spring,residential,3953.5
Lubhu,2025-04-12,5,4,1,0,,2,spring,suburban,1692.0
Godawari,2025-04-12,5,4,1,0,,2,spring,rural,1161.5
Dakshinkali,2025-04-12,5,4,1,0,,2,spring,rural,733.2
Bhaktapur,2025-04-12,5,4,1,0,,2,spring,commercial,7373.2
Madhyapur Thimi,2025-04-12,5,4,1,0,,2,spring,residential,4914.9
Suryabinayak,2025-04-12,5,4,1,0,,2,spring,suburban,2658.2
Changunarayan,2025-04-12,5,4,1,0,,2,spring,rural,1244.9
Nagarkot,2025-04-12,5,4,1,0,,2,spring,rural,934.3
Kathmandu-Core,2025-04-13,6,4,1,0,,1,spring,commercial,8867.6
Baneshwor,2025-04-13,6,4,1,0,,1,spring,commercial,7336.8
